remainBal,balF,purDone,oneOffPur,insPur,cashAdv,purF,oneOffPurF,insPurF,cashAdvF,cashAdvTRX,purTRX,creditLim,pymtDone,minPymt,fullPymtPCT,tenure
11.1886,0.4545,159.84,0.0,159.84,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,110.8607,57.5456,0.0,12
516.815,1.0,276.52,141.96,134.56,584.9768,0.25,0.25,0.0833,0.0833,1,8,1500.0,927.3818,190.8754,0.0,12
1134.1221,1.0,288.39,0.0,288.39,0.0,0.4167,0.0,0.4167,0.0,0,10,1400.0,2155.3147,12256.9985,0.0833,12
11670.1798,1.0,4872.6,0.0,4872.6,0.0,1.0,0.0,1.0,0.0,0,52,11500.0,5031.0325,9627.8915,0.0,12
1569.8878,1.0,741.66,309.66,432.0,2710.9971,0.4167,0.3333,0.0833,0.1667,3,8,4000.0,3306.3698,503.3995,0.0,12
4532.4334,1.0,1433.26,1433.26,0.0,364.8524,0.1667,0.1667,0.0,0.0833,1,2,7000.0,3039.3254,2172.3028,0.0,12
5505.8285,1.0,0.0,0.0,0.0,193.1877,0.0,0.0,0.0,0.25,3,0,6000.0,1355.0587,2345.1988,0.0,12
2843.3944,1.0,0.0,0.0,0.0,3133.3055,0.0,0.0,0.0,0.1667,6,0,6000.0,680.3882,1076.3345,0.0,12
2391.2145,1.0,4186.49,3313.0,873.49,0.0,1.0,0.9167,0.9167,0.0,0,50,4000.0,2710.982,561.9181,0.0,12
2270.9501,1.0,1403.42,77.0,1326.42,0.0,0.9167,0.0833,0.9167,0.0,0,12,8500.0,830.1307,582.4891,0.0,12
5193.4154,1.0,3584.8,2204.52,1380.28,0.0,1.0,1.0,1.0,0.0,0,52,15500.0,1734.3491,1322.869,0.0,12
2431.1932,1.0,0.0,0.0,0.0,195.9324,0.0,0.0,0.0,0.0833,1,0,4000.0,976.8596,685.9959,0.0,12
1232.293,1.0,0.0,0.0,0.0,5184.0907,0.0,0.0,0.0,0.6667,28,0,4500.0,6050.8653,348.9439,0.0833,12
279.2535,1.0,3243.86,3002.52,241.34,0.0,1.0,0.6667,0.9167,0.0,0,33,8500.0,3105.3121,192.5618,1.0,12
2369.9105,1.0,916.22,716.4,199.82,0.0,1.0,1.0,0.0833,0.0,0,26,6500.0,795.9434,752.6168,0.0,12
1917.4411,0.9091,12617.19,76.19,12541.0,0.0,0.3333,0.1667,0.1667,0.0,0,5,15000.0,13733.5578,336.8233,0.4286,12
7445.2288,1.0,1023.29,0.0,1023.29,16323.6424,1.0,0.0,1.0,0.8333,43,31,11500.0,11320.0075,2739.3435,0.0833,12
193.5658,1.0,1821.52,0.0,1821.52,0.0,1.0,0.0,1.0,0.0,0,29,3000.0,1543.21,183.3805,0.5,12
3013.5905,1.0,0.0,0.0,0.0,341.3609,0.0,0.0,0.0,0.5833,7,0,3000.0,750.1607,1329.882,0.0,12
92.4061,0.7273,0.0,0.0,0.0,683.2538,0.0,0.0,0.0,0.0833,1,0,3500.0,1044.9498,41.0265,0.1667,12
2472.8746,1.0,2052.74,730.94,1321.8,3251.021,1.0,0.4167,1.0,0.25,10,30,6500.0,9076.5611,635.4011,0.0833,12
154.4393,1.0,1047.94,440.0,607.94,0.0,0.75,0.0833,0.5833,0.0,0,17,6000.0,1032.09,173.4846,0.3333,12
269.9117,1.0,1348.44,1259.44,89.0,298.4913,1.0,1.0,0.4167,0.25,4,44,500.0,1258.0239,250.2833,0.0,12
146.0489,0.9091,3256.15,3256.15,0.0,0.0,0.9167,0.9167,0.0,0.0,0,22,6500.0,3498.6818,74.8787,0.25,12
2779.8334,1.0,0.0,0.0,0.0,1492.2534,0.0,0.0,0.0,0.7273,14,0,3000.0,1708.4849,1285.6676,0.0,11
161.7922,1.0,2883.58,1933.56,950.02,0.0,1.0,1.0,0.1667,0.0,0,20,2000.0,3051.4426,185.3803,0.75,12
5239.1208,1.0,1823.23,1823.23,0.0,0.0,0.75,0.75,0.0,0.0,0,14,5750.0,2107.7408,2658.1392,0.0,12
2288.0148,1.0,1753.46,1753.46,0.0,0.0,1.0,1.0,0.0,0.0,0,50,2500.0,989.9997,1121.2962,0.0,12
1526.7072,1.0,484.47,0.0,484.47,402.9062,0.75,0.0,0.6667,0.3333,11,9,1500.0,1086.4175,1818.148,0.0,12
52.5983,1.0,517.83,0.0,517.83,0.0,1.0,0.0,1.0,0.0,0,55,6500.0,600.0961,163.3672,1.0,12
981.8862,1.0,0.0,0.0,0.0,473.4308,0.0,0.0,0.0,0.0833,3,0,3500.0,768.3984,239.5231,0.0,12
14.8916,0.2222,0.0,0.0,0.0,116.1935,0.0,0.0,0.0,0.1111,1,0,3000.0,0.0,864.2065,0.0,9
5.2706,0.1818,69.57,69.57,0.0,0.0,0.0833,0.0833,0.0,0.0,0,2,4000.0,411.826,83.4496,0.0,12
314.6753,1.0,1310.9,838.76,472.14,0.0,1.0,0.9167,1.0,0.0,0,35,10000.0,1425.2566,203.3562,0.0,12
467.2449,1.0,4001.7,1769.36,2232.34,0.0,1.0,0.5833,1.0,0.0,0,109,16000.0,2259.2418,183.1384,0.1818,12
304.9456,1.0,2788.81,2788.81,0.0,266.3831,0.7273,0.7273,0.0,0.0909,6,22,4000.0,2803.353,130.6265,0.7143,11
1271.4296,1.0,0.0,0.0,0.0,678.5259,0.0,0.0,0.0,0.25,3,0,1500.0,526.9101,416.3254,0.0,12
97.3893,1.0,60.0,60.0,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,12500.0,453.422,204.88,0.0,12
1597.5212,1.0,211.07,0.0,211.07,994.1679,0.5,0.0,0.4167,0.0833,1,6,5000.0,3187.8541,665.3571,0.0,12
10.118,0.1,0.0,0.0,0.0,197.5219,0.0,0.0,0.0,0.1,1,0,1500.0,648.3012,148.6444,0.0,10
103.6291,1.0,1106.62,866.22,240.4,0.0,1.0,0.4167,1.0,0.0,0,25,6000.0,1343.8937,159.4966,0.5455,12
993.0275,1.0,0.0,0.0,0.0,1586.6123,0.0,0.0,0.0,0.3333,19,0,1200.0,2185.3775,444.6842,0.0909,12
4226.5013,1.0,4900.0,4900.0,0.0,980.8796,0.1667,0.1667,0.0,0.0833,1,7,10500.0,615.4509,1637.629,0.0,12
1118.0869,1.0,128.8,0.0,128.8,0.0,0.1667,0.0,0.1667,0.0,0,2,1200.0,277.7665,436.5775,0.0,12
555.131,1.0,1586.45,1111.6,474.85,0.0,1.0,0.4167,1.0,0.0,0,51,5500.0,3219.2858,244.6245,0.4167,12
1133.5725,1.0,4063.49,2807.0,1256.49,391.7308,1.0,0.75,1.0,0.0833,1,44,1600.0,4936.507,284.024,0.0833,12
3646.0446,1.0,0.0,0.0,0.0,949.4372,0.0,0.0,0.0,0.25,4,0,8000.0,975.5081,897.2952,0.0,12
3790.9147,1.0,2655.68,1607.63,1048.05,6263.8838,0.8333,0.3333,1.0,0.5,11,111,8300.0,6173.1653,1192.4629,0.0833,12
340.0822,1.0,3177.21,430.0,2747.21,0.0,0.8333,0.0833,0.6667,0.0,0,19,7500.0,2658.6293,141.2562,0.3333,12
11.2499,0.6364,137.84,137.84,0.0,0.0,0.1667,0.1667,0.0,0.0,0,3,10000.0,234.4443,101.4187,0.1667,12
108.548,1.0,1099.19,885.97,213.22,0.0,1.0,0.5833,0.9167,0.0,0,25,4000.0,1181.3165,174.4771,0.5833,12
601.6883,0.8,1358.2,468.33,889.87,0.0,0.8,0.2,0.7,0.0,0,26,1500.0,310.9121,157.8726,0.0,10
2529.0163,1.0,1040.74,0.0,1040.74,0.0,1.0,0.0,1.0,0.0,0,28,2500.0,1746.0185,2996.0089,0.0,12
306.909,1.0,2768.93,1281.14,1487.79,0.0,1.0,0.25,0.9167,0.0,0,23,10500.0,2605.1756,174.2615,0.5,12
14.2032,0.4545,117.0,0.0,117.0,0.0,0.3333,0.0,0.25,0.0,0,4,7950.0,346.3118,164.0716,0.6667,12
3387.9396,1.0,391.14,0.0,391.14,987.3788,1.0,0.0,1.0,0.0833,1,15,7000.0,889.8643,1566.9697,0.0,12
26.248,0.0909,0.0,0.0,0.0,2861.9674,0.0,0.0,0.0,0.0833,1,0,3000.0,0.0,864.2065,0.0,12
3961.6497,1.0,2280.0,0.0,2280.0,0.0,1.0,0.0,1.0,0.0,0,12,4500.0,2216.562,2469.5891,0.0,12
121.389,0.5455,783.83,683.93,99.9,315.343,0.4167,0.1667,0.3333,0.1667,3,7,7000.0,1778.9007,177.9698,1.0,12
354.5275,1.0,3751.42,1201.42,2550.0,0.0,1.0,0.4167,1.0,0.0,0,62,9000.0,4001.9429,167.9988,1.0,12
912.36,1.0,10709.17,9689.36,1019.81,0.0,1.0,1.0,1.0,0.0,0,49,15000.0,11381.634,299.2498,1.0,12
5337.9871,1.0,2545.37,0.0,2545.37,994.391,1.0,0.0,1.0,0.0833,1,21,13500.0,1663.976,1229.7795,0.0,12
4210.323,1.0,1210.31,139.02,1071.29,1817.3215,1.0,1.0,1.0,0.1667,2,52,7500.0,8138.4295,1070.0268,0.0833,12
890.2751,0.5455,435.14,435.14,0.0,0.0,0.1667,0.1667,0.0,0.0,0,7,1800.0,3334.7541,1102.4023,0.0,12
1740.1691,1.0,276.72,0.0,276.72,0.0,1.0,0.0,1.0,0.0,0,15,1800.0,667.7645,601.6568,0.0,12
5383.0844,1.0,9736.61,3684.52,6052.09,2965.6568,1.0,0.4167,1.0,0.25,7,135,9000.0,15824.7359,3364.0212,0.0833,12
4603.4021,1.0,0.0,0.0,0.0,7665.0928,0.0,0.0,0.0,0.9167,21,0,14000.0,9874.4657,1168.0062,0.0833,12
18.1503,0.4545,119.8,0.0,119.8,0.0,0.3333,0.0,0.25,0.0,0,4,4500.0,297.2765,143.8084,0.3333,12
2833.6136,1.0,1387.52,526.12,861.4,1442.5874,1.0,0.25,0.75,0.1667,5,20,3000.0,1564.4599,2019.0193,0.0,12
1547.7141,1.0,2476.31,804.4,1671.91,0.0,1.0,0.4167,1.0,0.0,0,82,3500.0,4061.4899,333.5003,0.0,12
144.3467,1.0,1976.32,859.79,1116.53,0.0,1.0,0.25,0.9167,0.0,0,28,4500.0,1828.1169,166.4979,0.5833,12
1377.8125,1.0,14300.98,10394.67,3906.31,0.0,1.0,0.9167,0.9167,0.0,0,55,18000.0,13535.677,352.0908,1.0,12
926.3416,0.9091,45.65,45.65,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,1000.0,1293.6502,9957.7427,0.0,12
10822.0581,1.0,4850.35,2847.8,2002.55,0.0,1.0,0.9167,1.0,0.0,0,208,15500.0,2740.0944,2621.0711,0.0,12
1238.9325,1.0,280.09,69.0,211.09,0.0,0.9167,0.0833,0.9167,0.0,0,12,1500.0,1575.4572,6422.4725,0.0,12
5681.9628,1.0,523.19,340.19,183.0,1116.3703,0.6667,0.1667,0.4167,0.25,4,8,11500.0,2167.8225,1433.7346,0.0,12
1269.0199,0.8182,445.46,0.0,445.46,0.0,1.0,0.0,1.0,0.0,0,13,2600.0,2875.9997,489.751,0.0,12
1592.4863,1.0,1449.48,460.0,989.48,0.0,1.0,0.3333,1.0,0.0,0,19,10500.0,1695.9019,419.7845,0.0,12
9502.2568,1.0,2776.09,1424.05,1352.04,0.0,0.9167,0.5833,0.9167,0.0,0,36,10500.0,4177.3248,4264.6416,0.0,12
57.4163,1.0,685.0,0.0,685.0,0.0,1.0,0.0,0.9167,0.0,0,12,1200.0,559.814,198.6187,0.3333,12
2303.9562,0.8889,0.0,0.0,0.0,5585.8158,0.0,0.0,0.0,0.7778,21,0,6000.0,331.4502,443.577,0.0,9
2286.9003,0.9091,4536.48,3275.0,1261.48,0.0,1.0,0.3333,1.0,0.0,0,37,4000.0,5981.0147,1542.9268,0.0,12
1058.3693,1.0,0.0,0.0,0.0,1353.5768,0.0,0.0,0.0,0.25,4,0,1500.0,1381.0617,266.3597,0.0,12
4803.123,1.0,0.0,0.0,0.0,1692.5207,0.0,0.0,0.0,0.4167,6,0,8500.0,1089.7725,1564.0479,0.0,12
6836.553,1.0,0.0,0.0,0.0,11405.7342,0.0,0.0,0.0,1.0,42,0,10000.0,6834.6953,2716.3262,0.0,12
3.1229,0.5455,0.0,0.0,0.0,317.5055,0.0,0.0,0.0,0.1667,2,0,2500.0,559.4999,56.1501,0.25,12
1053.6397,1.0,1027.01,1002.8,24.21,314.0323,0.5833,0.25,0.25,0.0833,3,8,2200.0,1181.1415,225.3482,0.0,12
11734.2666,1.0,1528.12,0.0,1528.12,5187.2586,1.0,0.0,0.9167,0.5833,13,38,15500.0,3624.2314,4804.4304,0.0,12
80.5514,0.9091,2132.7,914.0,1218.7,0.0,1.0,1.0,1.0,0.0,0,38,10000.0,1731.5308,129.5088,0.5455,12
1308.7866,1.0,0.0,0.0,0.0,99.6703,0.0,0.0,0.0,0.1667,2,0,1500.0,528.2628,344.7583,0.0,12
6224.4645,1.0,4439.11,3884.1,555.01,0.0,0.8333,0.5,0.75,0.0,0,59,6500.0,2546.3441,4299.4713,0.0,12
874.2037,1.0,232.8,232.8,0.0,331.5757,0.25,0.25,0.0,0.0833,1,5,3000.0,1473.6412,328.1143,0.0833,12
1329.4435,1.0,0.0,0.0,0.0,1024.3514,0.0,0.0,0.0,0.1667,2,0,1800.0,684.6,311.0754,0.0,12
4372.3959,1.0,569.91,569.91,0.0,520.8447,0.2727,0.2727,0.0,0.2727,9,5,4500.0,1345.0999,3937.4651,0.0,11
4473.4396,1.0,656.2,656.2,0.0,117.482,1.0,1.0,0.0,0.0833,1,12,4500.0,1481.9102,1496.9787,0.0,12
1127.6076,1.0,0.0,0.0,0.0,271.0933,0.0,0.0,0.0,0.0833,1,0,8500.0,662.3873,260.2775,0.0,12
1194.6519,1.0,322.29,0.0,322.29,0.0,0.9167,0.0,0.8333,0.0,0,13,1200.0,482.3555,946.189,0.0,12
291.9918,1.0,2971.56,1671.6,1299.96,0.0,0.9167,0.3333,0.8333,0.0,0,31,13500.0,2238.5949,171.6487,1.0,12
2929.748,1.0,376.04,222.0,154.04,0.0,0.5,0.0833,0.5,0.0,0,8,3000.0,1037.9587,1405.9167,0.0,12
16.0055,0.2727,151.33,151.33,0.0,0.0,0.1667,0.1667,0.0,0.0,0,3,5000.0,450.8368,132.7524,0.5,12
6937.8065,1.0,339.75,0.0,339.75,0.0,0.25,0.0,0.25,0.0,0,3,10500.0,2163.1547,3228.0849,0.0,12
7888.0281,1.0,0.0,0.0,0.0,1282.9854,0.0,0.0,0.0,0.3333,7,0,12000.0,1685.5547,2145.5859,0.0,12
1020.2922,1.0,1788.1,921.1,867.0,0.0,0.8333,0.25,0.8333,0.0,0,22,1500.0,492.1847,745.7344,0.0,12
4751.9248,1.0,1394.93,576.13,818.8,0.0,1.0,0.3333,1.0,0.0,0,37,5000.0,2635.439,4247.4644,0.0,12
2270.9552,1.0,25.26,25.26,0.0,452.8037,0.0833,0.0833,0.0,0.25,3,1,3100.0,503.1965,815.4006,0.0,12
2377.7592,1.0,0.0,0.0,0.0,943.9078,0.0,0.0,0.0,0.4167,6,0,6500.0,4119.5192,955.26,0.0,12
1473.9029,1.0,0.0,0.0,0.0,163.8551,0.0,0.0,0.0,0.3333,4,0,1500.0,340.2394,517.5936,0.0,12
6853.0201,1.0,0.0,0.0,0.0,2529.9016,0.0,0.0,0.0,0.5,9,0,7500.0,1863.4044,2228.5161,0.0,12
1527.6446,1.0,0.0,0.0,0.0,210.4178,0.0,0.0,0.0,0.1667,3,0,1700.0,540.4061,508.6689,0.0,12
1611.4752,1.0,807.72,0.0,807.72,0.0,1.0,0.0,1.0,0.0,0,36,1500.0,1019.4548,2134.563,0.0,12
344.5917,0.3636,519.0,519.0,0.0,2865.9429,0.0833,0.0833,0.0,0.1667,6,1,4000.0,663.6512,69.2417,0.0,12
2021.6412,1.0,363.18,363.18,0.0,0.0,1.0,1.0,0.0,0.0,0,13,2000.0,704.2408,795.8598,0.0,12
102.2281,1.0,1074.29,249.21,825.08,0.0,1.0,0.1667,1.0,0.0,0,21,5000.0,1075.3176,188.2417,0.0833,12
1407.2642,0.9091,151.64,151.64,0.0,0.0,0.0909,0.0909,0.0,0.0,0,1,1500.0,337.8908,337.424,0.0,11
2158.4198,1.0,154.53,115.8,38.73,879.5405,0.375,0.25,0.375,0.25,8,8,2500.0,664.1122,459.9808,0.0,8
1492.4334,1.0,99.75,34.32,65.43,0.0,0.0833,0.0833,0.0833,0.0,0,3,6000.0,2224.1876,382.9298,0.0833,12
5193.6619,1.0,0.0,0.0,0.0,1682.1468,0.0,0.0,0.0,0.5833,9,0,5500.0,2422.0951,2233.3388,0.0,12
1885.5476,1.0,0.0,0.0,0.0,3197.1816,0.0,0.0,0.0,0.25,11,0,8000.0,8559.5846,755.6288,0.1667,12
54.8429,1.0,105.0,105.0,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,4000.0,329.5828,174.978,0.0,12
2125.1077,1.0,663.04,663.04,0.0,1953.1926,0.75,0.75,0.0,0.0833,2,24,2500.0,560.758,447.2348,0.0,12
102.8322,1.0,1067.85,669.21,398.64,0.0,1.0,0.5833,1.0,0.0,0,21,10000.0,1480.4918,147.4505,0.5455,12
1628.6096,1.0,1340.83,695.04,645.79,0.0,0.6667,0.4167,0.5,0.0,0,28,2000.0,586.2637,1190.4881,0.0,12
1733.6829,1.0,100.0,100.0,0.0,270.576,0.0833,0.0833,0.0,0.3333,6,1,1700.0,689.2798,1101.9984,0.0,12
9303.5571,1.0,6133.01,4045.67,2087.34,1895.6088,1.0,1.0,1.0,0.8333,23,115,12500.0,4054.5795,2998.465,0.0,12
3541.9602,1.0,0.0,0.0,0.0,1853.5171,0.0,0.0,0.0,0.1667,2,0,4000.0,789.6923,941.569,0.0,12
1.4203,0.0909,0.0,0.0,0.0,94.5357,0.0,0.0,0.0,0.0833,1,0,1200.0,0.0,864.2065,0.0,12
2447.7831,1.0,431.96,290.0,141.96,0.0,0.5833,0.1667,0.4167,0.0,0,9,2500.0,740.1657,1096.2647,0.0,12
94.2803,1.0,846.06,312.4,533.66,0.0,1.0,0.1667,0.9167,0.0,0,21,9000.0,922.715,171.5957,0.75,12
1628.5913,1.0,361.0,0.0,361.0,291.2789,0.8333,0.0,0.75,0.1667,2,20,1800.0,1018.1978,684.4532,0.0,12
396.6676,1.0,2559.41,2469.41,90.0,0.0,0.5,0.3333,0.1667,0.0,0,8,4000.0,827.8898,188.1853,0.0,12
5036.7627,1.0,3393.73,1702.72,1691.01,0.0,1.0,0.8333,1.0,0.0,0,71,10000.0,1331.1758,1206.7905,0.0,12
248.244,0.2727,0.0,0.0,0.0,1423.5276,0.0,0.0,0.0,0.1667,3,0,3500.0,181.0187,341.269,0.0,12
109.4171,1.0,1219.85,878.7,341.15,172.6562,1.0,1.0,0.75,0.0833,2,23,5000.0,2250.0364,180.6056,0.5,12
4624.4117,1.0,2537.67,1774.91,762.76,0.0,0.9167,0.75,0.6667,0.0,0,39,7000.0,1045.8814,1194.2908,0.0,12
491.6059,0.9091,747.55,0.0,747.55,0.0,0.8182,0.0,0.8182,0.0,0,9,2500.0,282.9568,189.4436,0.0,11
5329.8157,1.0,674.85,501.85,173.0,1129.297,0.6667,0.1667,0.6667,0.1667,6,24,5500.0,1390.6629,3999.1099,0.0,12
10.4868,0.3636,241.27,241.27,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,2500.0,557.8975,204.5616,0.0,12
4402.354,1.0,0.0,0.0,0.0,2117.8092,0.0,0.0,0.0,0.25,10,0,5000.0,1030.1201,1162.5868,0.0,12
7283.5791,1.0,209.07,209.07,0.0,7545.6299,0.0833,0.0833,0.0,0.3333,9,1,11500.0,1543.5419,2818.721,0.0,12
30.8592,0.5455,415.04,0.0,415.04,0.0,0.5,0.0,0.5,0.0,0,6,7500.0,485.1084,98.7225,0.5455,12
112.8704,0.8182,918.6,603.6,315.0,0.0,0.75,0.4167,0.5833,0.0,0,17,7500.0,1129.6962,177.2586,1.0,12
7390.1986,1.0,612.1,0.0,612.1,2735.1488,0.6667,0.0,0.6667,0.1667,2,25,12000.0,1920.4578,1795.6525,0.0,12
1274.1425,1.0,5219.95,2568.35,2651.6,0.0,1.0,0.8333,1.0,0.0,0,66,7500.0,3984.4289,3453.7979,0.0,12
644.1122,0.4545,638.61,0.01,638.6,0.0,0.5833,0.0833,0.5833,0.0,0,12,12000.0,2529.4598,227.892,0.0,12
91.2318,0.6364,736.91,32.71,704.2,0.0,0.5833,0.0833,0.5,0.0,0,8,6000.0,960.3738,175.8981,1.0,12
915.7177,1.0,55.49,0.0,55.49,0.0,0.4167,0.0,0.4167,0.0,0,7,1000.0,1221.5137,10800.0462,0.0833,12
1216.5949,1.0,878.64,757.8,120.84,155.8041,0.75,0.75,0.1667,0.1667,2,20,1200.0,654.2443,1296.173,0.0,12
5941.2712,1.0,279.36,0.0,279.36,905.9828,0.6667,0.0,0.6667,0.0833,2,16,6000.0,3140.4024,2949.0011,0.0,12
3817.6931,1.0,4974.27,3825.87,1148.4,0.0,1.0,0.25,1.0,0.0,0,33,5000.0,6752.5312,1468.1563,0.0,12
0.0,0.0,369.36,0.0,369.36,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,431.444,864.2065,0.0,12
1276.9414,1.0,2196.54,1037.8,1158.74,0.0,1.0,0.3333,1.0,0.0,0,44,1000.0,1410.0098,3446.4702,0.0,12
8099.8793,1.0,2352.0,1161.47,1190.53,389.6802,1.0,0.8333,1.0,0.25,4,50,12500.0,1863.9441,1830.5324,0.0,12
86.6946,0.5,0.0,0.0,0.0,465.456,0.0,0.0,0.0,0.1,1,0,1500.0,543.8299,64.9773,0.0,10
78.9109,0.9091,828.14,301.0,527.14,0.0,0.4167,0.3333,0.1667,0.0,0,9,2600.0,903.6037,519.5619,0.2857,12
52.7762,1.0,508.94,508.94,0.0,0.0,1.0,1.0,0.0,0.0,0,12,3000.0,478.8336,164.9978,0.4,12
109.141,1.0,319.62,319.62,0.0,0.0,0.6667,0.6667,0.0,0.0,0,13,3500.0,597.9604,168.6222,0.0,12
2586.5339,1.0,400.0,400.0,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,3000.0,886.6637,939.4599,0.0,12
6668.441,1.0,5596.11,2880.91,2715.2,2790.3173,1.0,0.5833,1.0,0.1667,14,110,16000.0,17068.9672,6687.9652,0.0833,12
2539.2796,1.0,820.42,820.42,0.0,879.3249,0.6667,0.6667,0.0,0.1667,2,19,3000.0,757.3275,686.9411,0.0,12
2154.3549,1.0,104.0,104.0,0.0,91.4063,0.0909,0.0909,0.0,0.0909,1,1,6000.0,732.4713,512.4583,0.0,11
2720.9599,1.0,66.49,0.0,66.49,457.6111,0.1667,0.0,0.1667,0.3333,7,3,3000.0,967.6579,1317.3302,0.0,12
693.644,1.0,358.91,152.0,206.91,0.0,1.0,0.25,1.0,0.0,0,39,5000.0,338.7912,170.6097,0.0,12
3414.7803,1.0,0.0,0.0,0.0,8264.6034,0.0,0.0,0.0,0.1818,9,0,9000.0,718.9511,1160.4398,0.0,11
3478.07,1.0,2465.92,1676.11,789.81,90.3632,1.0,0.75,1.0,0.0833,1,41,12000.0,955.3028,962.8809,0.0,12
6378.276,1.0,0.0,0.0,0.0,4169.5932,0.0,0.0,0.0,0.6667,15,0,10500.0,1376.6883,1539.5322,0.0,12
33.0746,0.9091,286.4,231.29,55.11,91.342,0.5,0.25,0.1667,0.0833,1,6,8500.0,435.6004,188.8366,0.3,12
366.689,1.0,653.21,0.0,653.21,0.0,1.0,0.0,1.0,0.0,0,30,3000.0,276.1666,193.831,0.0,12
245.1769,1.0,2481.64,0.0,2481.64,0.0,1.0,0.0,1.0,0.0,0,41,4000.0,2261.3522,176.5313,0.9167,12
786.4831,1.0,226.9,0.0,226.9,666.7796,0.8333,0.0,0.75,0.1667,4,25,1200.0,1391.0689,187.1447,0.0,12
7.0314,0.4545,502.33,424.0,78.33,0.0,0.4167,0.1667,0.1667,0.0,0,5,2500.0,844.1204,25.4557,0.0,12
4379.0156,1.0,996.64,860.5,136.14,3632.1372,0.9167,0.6667,0.4167,0.3333,4,27,14500.0,2034.9292,1064.2514,0.0,12
167.7573,1.0,320.72,0.0,320.72,0.0,0.9167,0.0,0.9167,0.0,0,20,1200.0,863.4859,186.5288,0.0,12
1199.5554,0.5,0.0,0.0,0.0,2831.8362,0.0,0.0,0.0,0.1,2,0,3000.0,707.7674,637.9759,0.0,10
5774.2071,1.0,2102.51,721.67,1380.84,3536.3204,0.9167,0.3333,0.9167,0.0833,7,37,15000.0,4711.5674,1308.7594,0.0,12
41.462,0.2727,550.08,0.0,550.08,0.0,0.25,0.0,0.1667,0.0,0,4,6000.0,1104.8756,168.5619,1.0,12
1383.1619,1.0,0.0,0.0,0.0,55.2123,0.0,0.0,0.0,0.1667,2,0,1500.0,276.6302,504.8369,0.0,12
2572.8787,1.0,3975.0,3975.0,0.0,0.0,0.4167,0.4167,0.0,0.0,0,5,4000.0,2386.9826,667.0249,0.0,12
177.5564,0.8182,2228.35,1600.99,627.36,0.0,0.75,0.6667,0.5833,0.0,0,29,12000.0,1842.3405,110.4438,0.4545,12
538.9956,1.0,0.0,0.0,0.0,2156.5771,0.0,0.0,0.0,0.1667,2,0,1200.0,3303.6606,303.1529,0.1111,12
92.8163,1.0,345.66,45.65,300.01,0.0,0.75,0.0833,0.75,0.0,0,10,1000.0,383.9147,192.6455,0.25,12
1247.4238,1.0,0.0,0.0,0.0,503.5622,0.0,0.0,0.0,0.1667,3,0,1500.0,721.8973,273.129,0.0,12
911.298,1.0,954.15,425.35,528.8,0.0,0.8333,0.25,0.6667,0.0,0,12,1200.0,283.6085,282.4898,0.0,12
98.4272,1.0,389.24,0.0,389.24,0.0,0.6667,0.0,0.5833,0.0,0,11,8500.0,371.314,178.0458,0.0,12
989.9939,0.9091,0.0,0.0,0.0,1110.8079,0.0,0.0,0.0,0.1818,7,0,1200.0,240.0887,283.359,0.0,11
69.3521,1.0,636.15,0.0,636.15,0.0,0.8333,0.0,0.75,0.0,0,16,10000.0,837.8016,193.4104,0.3333,12
12.0293,0.2727,581.21,0.0,581.21,0.0,0.3333,0.0,0.3333,0.0,0,11,4000.0,1333.8775,32.7796,0.0,12
1265.7814,1.0,1585.79,1257.32,328.47,0.0,1.0,0.4167,1.0,0.0,0,22,3000.0,338.9777,399.1102,0.0,12
3682.7685,1.0,1194.15,987.59,206.56,1074.786,1.0,0.25,0.9167,0.4167,10,52,4050.0,2121.0268,1837.0039,0.0,12
210.9931,0.8182,90.51,90.51,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,6500.0,1240.7662,230.9831,0.0,12
3171.1754,1.0,109.16,0.0,109.16,4586.7029,0.0833,0.0,0.0833,0.3333,10,1,6000.0,598.0822,1307.4473,0.0,12
311.122,1.0,744.09,689.09,55.0,0.0,1.0,1.0,0.1667,0.0,0,19,7500.0,652.0022,171.0562,0.0,12
3310.5738,1.0,717.14,649.14,68.0,0.0,0.5,0.3333,0.0833,0.0,0,7,12500.0,1372.9591,775.7962,0.0,12
408.9487,0.2727,0.0,0.0,0.0,1871.8599,0.0,0.0,0.0,0.0833,1,0,10000.0,3902.3767,124.0947,0.0909,12
131.3426,0.6364,1160.65,1160.65,0.0,0.0,0.5,0.5,0.0,0.0,0,8,13000.0,1113.4087,93.2346,0.3,12
365.0056,1.0,421.04,341.0,80.04,0.0,0.3333,0.0833,0.3333,0.0,0,6,4000.0,1386.4136,110.5358,0.0,12
26.6,0.5455,329.38,23.65,305.73,0.0,0.3333,0.0833,0.25,0.0,0,7,10500.0,1034.7342,222.7338,1.0,12
1117.4615,1.0,0.0,0.0,0.0,1377.1913,0.0,0.0,0.0,0.7143,11,0,1500.0,171.6942,149.4089,0.0,7
